selenographic crater coordinates: ID, X, Y, Z, a_dia_metres, b_dia_metres, angle(degree)
09-1-054361, -604157.57419885, 1579484.74357649, -398472.49634983, 4.24, 3.74, 1.18
09-1-055044, -950160.28335217, 1396544.92580190, -406714.23156448, 7.42, 6.19, 2.05
09-1-055202, -1039858.59392673, 1322849.22369670, -432808.03597179, 7.64, 5.44, 1.03
09-1-055510, -1174169.13398355, 1214953.79915713, -404688.60956786, 10.13, 9.84, 0.77
09-1-055563, -1191215.47002311, 1200021.58635632, -399390.35573795, 6.69, 6.16, 2.63
09-1-055609, -1214320.56414670, 1163922.10950324, -435051.31938655, 11.95, 11.83, 0.46
09-1-055770, -1302578.03146391, 1078543.93694795, -398236.37204606, 4.24, 4.14, 1.21
09-1-055803, -1321900.55678209, 1051298.84775973, -407318.56166673, 4.36, 4.12, 0.88
09-1-055841, -1310876.51100909, 1053896.43827282, -435274.43099783, 6.21, 4.37, 1.19
09-1-055928, -1330380.51315308, 1030982.30063477, -430954.69135443, 4.49, 3.57, 1.07
09-1-055951, -1361905.45961740, 993373.43041678, -420691.70042481, 4.33, 4.16, 3.04
09-1-055985, -1370054.83817750, 979236.27256677, -427322.85555066, 6.90, 5.31, 2.15
09-1-055997, -1371647.96608117, 980628.15769274, -418937.98286325, 4.83, 3.75, 0.89
09-1-056215, -1440930.22038614, 880169.02900156, -409366.99960355, 9.75, 9.05, 1.57
09-1-056236, -1438734.39406574, 873595.26742130, -430619.79990636, 4.41, 4.15, 1.41
09-1-056383, -1486425.21795424, 791111.85358619, -428066.42772484, 4.99, 4.60, 0.40
09-1-056459, -1515805.96422900, 745113.33942852, -407059.14829846, 5.51, 5.02, 2.07
09-1-056546, -1532449.79619894, 696053.25546097, -430890.06450835, 4.37, 4.08, 1.68
09-1-056556, -1536241.07707599, 692542.26259734, -422974.38175493, 4.91, 4.63, 1.05
09-1-056935, -1644548.43732243, 370162.61571191, -420712.29507783, 5.33, 4.97, 3.12
09-1-056937, -1648654.31134437, 367279.40008539, -406944.17793909, 5.93, 5.47, 1.56
09-1-056975, -1649901.36432552, 356450.02997888, -411494.37921415, 4.58, 4.47, 2.64
09-1-056978, -1648703.18046227, 356371.88480928, -416335.99706375, 5.03, 4.23, 0.03
09-1-057011, -1645295.80107782, 348158.03163499, -436287.14393591, 5.02, 4.80, 0.62
09-1-057217, -1683768.74334760, 78079.19717623, -421171.24533136, 6.15, 4.24, 2.87
09-1-057771, -1635569.90565098, 395051.50631212, -432902.01095554, 5.08, 4.81, 2.19
09-1-057857, -1619861.73736663, 437132.90152967, -451133.61459307, 11.91, 11.44, 1.65
09-1-057897, -1611663.70621963, 471680.41893997, -445664.04436866, 5.94, 5.37, 1.18
09-1-058023, -1587207.27078986, 556609.68187081, -435336.07890856, 8.40, 8.23, 1.04
09-1-058050, -1570956.13195954, 584670.33533241, -456964.10191721, 4.14, 3.99, 0.62
09-1-058097, -1567311.97237120, 602325.28115848, -446426.02627899, 4.50, 4.35, 2.29
09-1-058383, -1484848.54998848, 774446.06194782, -462619.54209763, 6.59, 4.87, 0.29
09-1-058460, -1464333.54191326, 815138.02178008, -458078.64333126, 12.44, 11.92, 2.91
09-1-058538, -1431047.10465162, 874646.60405662, -453493.39827657, 6.76, 5.80, 1.03
09-1-058566, -1416743.98831669, 898226.18019310, -452310.69054824, 8.19, 7.90, 1.17
09-1-058701, -1384821.68830134, 950587.69148432, -444084.10510706, 6.55, 6.42, 0.76
09-1-058810, -1344580.05290090, 1008475.46108657, -440046.00410327, 5.54, 5.24, 1.58
09-1-058837, -1336233.13952735, 1009559.05147844, -462417.86125414, 4.56, 4.20, 1.02
09-1-059176, -1190393.96733682, 1182236.12440428, -451485.00382809, 8.61, 8.33, 0.93
09-1-059190, -1201881.17173215, 1171270.60262512, -449628.27364605, 6.02, 4.68, 1.09
09-1-059268, -1154748.99501495, 1215873.66249311, -454713.92695581, 4.98, 3.53, 2.33
09-1-059299, -1102571.12699756, 1268899.63245901, -439077.88905469, 8.58, 7.39, 2.24
09-1-059329, -1059859.35368493, 1303041.06229310, -444230.68374959, 6.72, 6.53, 1.88
09-1-059394, -1037043.85012054, 1316712.37990273, -457566.73998233, 4.90, 4.76, 2.75
09-1-059435, -1014227.06495899, 1340221.84915599, -440122.27363492, 4.99, 4.75, 0.90
09-1-059563, -926617.83431014, 1400338.52199528, -446083.14578613, 6.19, 4.74, 0.56
09-1-059732, -843517.40284631, 1449540.76945704, -453727.57110109, 4.63, 4.34, 1.36
09-1-059845, -786635.13083747, 1485757.93313725, -438505.75258717, 4.89, 4.77, 0.66
09-1-059901, -748968.73402410, 1501870.65019934, -449432.02547676, 5.65, 4.53, 2.50
09-1-059937, -733139.44614828, 1504157.94261969, -467519.19335520, 5.64, 5.42, 2.36
09-1-060078, -656940.12891042, 1544131.00576367, -450164.26342662, 5.22, 4.38, 2.53
09-1-060214, -541360.31981933, 1588236.23375004, -450547.92190022, 5.72, 5.02, 0.49
09-1-060884, -163168.47342902, 1674350.96279379, -434147.05189641, 4.20, 4.08, 0.25
09-1-060913, -163390.68719477, 1669236.94515036, -453332.39933091, 6.80, 5.82, 1.02
09-1-060951, -152664.06885072, 1670904.27498929, -450922.77155237, 4.96, 4.58, 2.24
09-1-060989, -112890.97037338, 1671723.85795653, -459514.66956681, 4.34, 3.73, 0.70
09-1-060992, -106081.14197061, 1671816.51332116, -460798.32584862, 5.08, 4.97, 2.23
09-1-061015, -54871.95789862, 1679661.10056398, -440779.32742878, 6.70, 5.37, 1.47
09-1-061080, -10972.10233978, 1682671.96680734, -432496.73419688, 6.50, 5.61, 0.50
09-1-061091, -8561.17231630, 1676400.46888791, -456253.14710252, 6.21, 5.81, 1.70
09-1-061115, -10762.62105059, 1672028.86734032, -471977.11042885, 5.41, 5.13, 2.34
09-1-061208, -43287.70683077, 1667100.79729323, -487298.53898983, 4.32, 4.09, 1.03
09-1-061316, -85478.75579183, 1668015.90858740, -478513.39689462, 4.45, 4.22, 0.34
09-1-061759, -387190.02253043, 1625379.43401705, -476218.79627678, 6.66, 6.08, 2.82
09-1-061844, -431955.21760071, 1616931.81853452, -466374.25336117, 5.45, 4.77, 0.66
09-1-061926, -467134.22043508, 1603394.05005987, -479032.25395699, 6.57, 6.52, 1.41
09-1-061967, -482610.63661793, 1592755.20037883, -498775.10472100, 9.07, 8.42, 2.63
09-1-061989, -496087.05617518, 1595006.99908173, -477921.61028325, 4.43, 3.99, 2.98
09-1-062039, -535163.74426689, 1583438.86457271, -474215.02399536, 7.36, 7.23, 1.88
09-1-062049, -544935.10901530, 1577060.62937489, -484235.74655135, 10.30, 9.99, 0.10
09-1-062293, -619684.26228273, 1554117.71012059, -468260.95093297, 4.98, 3.27, 0.93
09-1-062654, -776181.73431801, 1479788.63630188, -475737.60328873, 4.70, 4.51, 2.22
09-1-062663, -791370.86772629, 1466851.32513317, -490548.77399623, 4.10, 4.03, 1.00
09-1-062818, -886880.29019655, 1407470.20027223, -501028.68800751, 6.29, 6.10, 2.03
09-1-062881, -936998.98988363, 1378700.38343988, -489670.20091054, 5.77, 5.27, 1.58
09-1-063068, -1012827.75616486, 1331357.29596195, -469282.90703043, 5.27, 4.75, 1.04
09-1-063074, -1002364.12831368, 1335509.06747165, -479833.76806031, 12.61, 12.49, 0.62
09-1-063190, -1089085.93133684, 1261273.08656211, -491569.72575442, 4.26, 3.95, 2.38
09-1-063292, -1169588.87206938, 1197183.85079630, -466231.12050143, 4.39, 4.15, 2.54
09-1-063490, -1244185.76253505, 1109386.34021523, -489716.75124396, 7.53, 6.80, 1.95
09-1-063582, -1288563.81615438, 1061945.66099344, -480034.85789561, 5.11, 4.54, 2.02
09-1-063588, -1296344.28289213, 1052121.12065443, -480719.67682398, 4.56, 4.22, 0.10
09-1-063732, -1347989.36115352, 980990.08450905, -489021.36590526, 7.22, 6.80, 0.06
09-1-063864, -1382527.90561976, 938084.22070556, -476627.05026663, 4.91, 4.69, 2.43
09-1-063960, -1382003.23987032, 929403.07113808, -494808.78766149, 6.31, 5.12, 1.45
09-1-064101, -1434967.43204083, 843304.95927887, -498260.95034410, 5.86, 5.49, 2.27
09-1-064287, -1459665.94834663, 811205.46002507, -479457.79883410, 4.16, 3.98, 0.21
09-1-064338, -1470066.90931775, 795160.66536470, -474532.98977599, 6.22, 4.91, 2.15
09-1-064528, -1512814.20252809, 698954.21687213, -491339.95496596, 6.83, 6.58, 1.95
09-1-064662, -1549895.27547827, 629063.62825176, -469747.10926291, 6.13, 5.71, 2.96
09-1-064668, -1542714.10203095, 634286.45138816, -486078.85880818, 5.02, 3.87, 1.51
09-1-064687, -1555018.35053074, 610783.01419122, -476886.56836624, 6.24, 5.23, 1.05
09-1-064698, -1551650.00604207, 617319.68712420, -479434.48211254, 8.51, 8.08, 0.01
09-1-064838, -1593162.95647014, 494446.36279391, -485709.11917649, 5.38, 5.21, 2.56
09-1-064958, -1606415.46881308, 440852.08257296, -493596.53853033, 6.41, 5.44, 2.26
09-1-065065, -1630073.53489152, 346869.40646855, -491020.00539940, 6.31, 4.85, 1.44
09-1-065070, -1636863.32491876, 330941.54033982, -479285.83581554, 6.47, 5.98, 1.63
09-1-065193, -1658180.35890954, 197843.44668447, -479431.56751577, 4.88, 4.81, 3.07
09-1-065242, -1655818.02092815, 169505.86062698, -498089.55498253, 4.64, 4.26, 2.50
09-1-065264, -1663304.45203083, 126407.50747199, -485796.46140040, 8.08, 7.80, 2.83
09-1-065280, -1668052.24433063, 113950.38240155, -472414.83945161, 5.89, 5.52, 0.45
09-1-065436, -1667554.29487514, 2619.39031548, -487662.35495254, 5.13, 4.80, 0.68
09-1-065456, -1666275.69656236, 20009.37575859, -491613.35206377, 12.31, 11.47, 0.79
09-1-065672, -1642537.18116911, 209131.91388866, -526207.38408948, 6.87, 6.74, 1.83
09-1-065890, -1603970.57915656, 427263.23233659, -513111.36363705, 7.07, 6.77, 1.78
09-1-065919, -1599515.88673853, 424731.48164315, -528876.97678408, 7.95, 7.38, 1.75
09-1-065940, -1599839.63859611, 457538.14260656, -499730.66629616, 6.60, 6.33, 0.77
09-1-066208, -1529984.42820820, 636275.85741676, -522359.49566270, 6.96, 5.48, 2.60
09-1-066571, -1459400.18608945, 787219.41943941, -518647.70557629, 5.80, 5.72, 2.02
09-1-066577, -1462345.02684128, 778197.53256273, -523941.20164942, 5.61, 3.79, 0.99
09-1-066585, -1455205.58421517, 804410.53837158, -503844.37421264, 5.73, 5.71, 2.68
09-1-066628, -1451414.09649843, 811267.65668635, -503786.33337983, 6.33, 5.81, 1.03
09-1-066734, -1412201.43940677, 865364.25210660, -524776.68175464, 5.61, 4.88, 2.92
09-1-066767, -1387551.72176707, 902567.85917647, -527854.37291250, 4.58, 3.91, 0.46
09-1-066820, -1370435.30666007, 926390.10421827, -531288.25044977, 4.66, 3.90, 2.53
09-1-066856, -1368265.89084833, 943163.44359960, -506803.64106661, 6.34, 4.16, 0.65
09-1-066895, -1347768.21513579, 960253.92256284, -529142.70520567, 4.19, 3.95, 1.30
09-1-066945, -1350526.19695892, 971667.26678749, -500500.22375761, 4.26, 4.17, 0.14
09-1-067107, -1285878.94279095, 1047093.97427179, -518332.24241844, 7.43, 7.10, 1.49
09-1-067126, -1273072.45816567, 1061700.75178784, -520227.63278507, 5.47, 4.99, 1.37
09-1-067153, -1268988.63458946, 1063186.00188146, -527126.29481565, 11.26, 10.13, 2.18
09-1-067170, -1247444.17466594, 1101744.93854239, -498597.91564772, 5.68, 4.90, 3.10
09-1-067180, -1242879.41812109, 1106392.74048734, -499704.52850449, 5.90, 5.50, 0.23
09-1-067215, -1241472.83888957, 1095854.08182984, -525744.97775666, 5.00, 4.57, 1.87
09-1-067226, -1234609.28449540, 1100808.73202781, -531524.98542315, 5.15, 3.98, 1.03
09-1-067241, -1216706.64686219, 1119328.71199065, -534122.57955896, 4.52, 3.56, 2.80
09-1-067423, -1011586.75697882, 1312908.42663852, -521078.16723274, 4.29, 3.97, 1.96
09-1-067560, -934795.37859210, 1362477.80492884, -537001.48159865, 5.43, 4.93, 2.36
09-1-067717, -771920.05194628, 1468360.16617538, -516349.31566978, 7.78, 7.09, 1.01
09-1-067783, -732657.02146260, 1488496.58657069, -515897.62615169, 5.09, 4.61, 1.85
09-1-067922, -682923.14241449, 1506823.71927279, -530713.68984758, 6.86, 6.74, 3.01
09-1-067966, -654276.63178930, 1522723.54998841, -521338.50750271, 6.46, 6.30, 1.55
09-1-068385, -471201.13763475, 1589118.66937277, -520797.56387933, 5.01, 4.71, 0.27
09-1-068619, -375988.90473374, 1614057.02183743, -521546.77045726, 7.25, 6.66, 2.15
09-1-068910, -113745.51963949, 1657988.71548521, -506649.91471985, 10.13, 9.80, 2.90
09-1-069432, -129599.61902181, 1643968.01786645, -546929.47898396, 7.67, 7.17, 1.42
09-1-069801, -351711.16044882, 1611876.54261408, -544712.79678948, 4.50, 4.21, 1.62
09-1-070057, -494480.34858260, 1571542.47511773, -551635.92501438, 4.61, 4.48, 0.76
09-1-070120, -524168.77079325, 1568030.37424471, -533935.01961484, 5.86, 5.12, 2.33
09-1-070445, -637348.05876281, 1518119.16693368, -554671.44056627, 7.80, 7.39, 0.82
09-1-070465, -651346.59549327, 1515831.42131531, -544574.58138671, 6.31, 5.70, 1.77
09-1-070633, -723879.57188386, 1477752.61060016, -557498.29351636, 7.58, 6.87, 2.44
09-1-070636, -731502.05857066, 1471601.59968260, -563783.85053005, 5.17, 4.61, 1.85
09-1-070750, -748647.75440216, 1461601.81995883, -567278.96111317, 5.28, 4.93, 1.36
09-1-070753, -779589.95352930, 1448582.39889232, -558934.07301358, 11.26, 10.62, 1.99
09-1-070932, -847894.33372695, 1410519.67134511, -556837.69231456, 4.50, 4.17, 2.09
09-1-071148, -891807.69025582, 1383178.36285549, -556826.20280386, 9.11, 5.32, 1.67
09-1-071175, -911797.63011781, 1379196.69042891, -533854.22244420, 6.73, 6.10, 2.86
09-1-071210, -928298.88835979, 1361243.52026727, -551213.21863716, 4.50, 3.93, 2.83
09-1-071238, -1035002.38783587, 1281319.14221076, -552765.83919263, 5.01, 4.65, 2.31
09-1-071251, -1084251.39720748, 1247640.34104007, -535117.97490184, 4.41, 4.33, 1.40
09-1-071379, -1256326.99126104, 1071905.36055335, -539648.17153955, 5.50, 4.59, 1.14
09-1-071401, -1248353.86407160, 1070838.22492404, -559890.06608355, 4.07, 3.95, 2.10
09-1-071484, -1307213.53765940, 1000742.30528550, -555217.40370045, 5.40, 4.91, 2.69
09-1-071587, -1349740.89471937, 953655.31023892, -536003.56936804, 4.59, 4.40, 2.91
09-1-071588, -1353713.86953534, 947669.40705019, -536600.60973577, 6.71, 5.73, 2.94
09-1-071727, -1407553.73198052, 848152.80157781, -563904.31525518, 6.32, 5.97, 1.60
09-1-071806, -1431477.40036080, 814812.41767714, -552731.34184286, 4.18, 3.98, 2.44
09-1-071914, -1445739.56876429, 798519.16308950, -539224.44815502, 4.95, 4.34, 1.50
09-1-071917, -1440540.05537930, 810080.27189850, -535885.30669226, 10.83, 10.64, 1.29
09-1-072020, -1458211.02128584, 779724.55100461, -533112.56031082, 4.97, 4.70, 1.03
09-1-072022, -1462675.69716752, 775231.53564492, -527403.66993143, 5.07, 4.72, 2.40
09-1-072059, -1453794.93216606, 766207.29657880, -563884.23801140, 9.18, 8.82, 2.35
09-1-072093, -1473094.99405242, 739279.60518434, -549559.42704696, 5.72, 5.41, 2.90
09-1-072176, -1494098.17234695, 707278.15692309, -534777.54265580, 4.86, 4.62, 0.96
09-1-072360, -1534929.72761866, 594897.75215748, -555559.31794048, 4.87, 4.70, 2.51
09-1-072642, -1568524.54049549, 494583.98555948, -560068.03791281, 5.03, 4.32, 0.16
09-1-072691, -1584789.21878204, 451020.45454485, -550983.15910232, 4.41, 3.84, 2.00
09-1-072744, -1593384.57235278, 439310.13769613, -535435.30655492, 5.82, 5.64, 1.78
09-1-072769, -1593863.26879793, 414219.84228241, -553697.17593311, 6.35, 6.20, 0.64
09-1-072849, -1602331.19106086, 369986.21722668, -560538.77048405, 4.45, 4.08, 1.63
09-1-072927, -1608450.62843599, 342884.45838249, -560246.00318397, 7.50, 7.22, 2.48
09-1-072960, -1627409.28406686, 278295.09888443, -540970.99743878, 7.66, 7.46, 1.67
09-1-072974, -1625870.02296175, 256000.12160826, -556389.58129256, 10.53, 9.45, 2.66
09-1-073042, -1647691.43527924, 128663.42508929, -535833.38562630, 8.89, 8.61, 0.86
09-1-073395, -1630686.13706699, 154030.36401158, -579392.89721225, 4.86, 4.65, 0.63
09-1-073472, -1618852.75134383, 246042.41799465, -580807.76338980, 4.39, 4.01, 1.08
09-1-073649, -1591405.44207783, 372176.72015704, -589467.52912966, 6.07, 5.50, 3.13
09-1-073719, -1584362.64366753, 394467.96442727, -593926.59343680, 10.48, 9.22, 1.40
09-1-073775, -1580416.64119241, 429715.53076027, -579815.97327560, 9.65, 8.77, 2.32
09-1-073832, -1564088.49965613, 477503.37434891, -586665.53736250, 7.18, 5.56, 1.02
09-1-074023, -1517533.64860217, 614017.04956137, -581922.20116450, 7.70, 7.52, 1.03
09-1-074035, -1504743.70723256, 641548.23339682, -585423.77793306, 4.38, 4.11, 0.82
09-1-074247, -1461013.05845125, 748346.18459394, -569190.29422385, 7.21, 6.90, 0.89
09-1-074354, -1436751.11026713, 779994.80162358, -588143.78904003, 4.50, 4.23, 2.09
09-1-074377, -1434260.37328287, 793159.26446748, -576501.79775947, 4.91, 4.68, 1.97
09-1-074407, -1423259.03380498, 806126.83753490, -585706.41493712, 5.28, 4.98, 1.94
09-1-074425, -1417825.54555966, 820529.78272715, -578843.98417551, 7.08, 6.72, 2.29
09-1-074428, -1418672.05640172, 823202.65448978, -572944.80190145, 4.52, 4.17, 1.10
09-1-074720, -1357419.23444816, 917039.29651894, -578801.09760626, 5.03, 4.17, 0.86
09-1-074763, -1336048.82666579, 937250.08608223, -595898.11956728, 5.61, 5.24, 2.90
09-1-074833, -1319764.30258457, 975433.99678816, -570359.06544329, 8.69, 8.59, 0.68
09-1-075079, -1239979.37598474, 1077251.86983536, -566161.03368982, 4.98, 4.26, 2.65
09-1-075168, -1224094.26269656, 1079526.03851274, -595630.36205884, 7.27, 7.01, 2.58
09-1-075436, -847894.72006845, 1405626.60725198, -569075.69326526, 4.73, 4.11, 0.47
09-1-075446, -1163061.73536343, 1148096.38098331, -589678.60712971, 7.53, 4.98, 0.06
09-1-075454, -840086.69801657, 1413293.49545635, -561617.83760524, 4.25, 3.96, 0.95
09-1-075580, -787087.59945865, 1438061.98299434, -575351.72185787, 8.24, 7.39, 3.00
09-1-075641, -734278.31920002, 1462938.30884811, -582413.61115398, 5.33, 3.32, 1.23
09-1-075660, -702827.67573556, 1483290.65120336, -569597.10521814, 4.52, 4.35, 0.33
09-1-075673, -695294.18857916, 1480525.47821064, -585806.33292685, 5.05, 3.51, 1.59
09-1-075711, -670816.01972487, 1500892.83251837, -562036.77190685, 9.95, 9.52, 0.87
09-1-075902, -591747.32684850, 1526484.85914726, -581582.18332564, 5.31, 4.18, 2.77
09-1-075952, -572654.78608252, 1539082.29459980, -567319.08695741, 5.37, 4.92, 1.09
09-1-076070, -489512.07082523, 1565193.50431013, -573677.59811743, 4.20, 4.11, 2.19
09-1-076188, -416462.34816039, 1589947.03276976, -563192.95587869, 5.31, 4.95, 0.56
09-1-076213, -405238.43751251, 1584267.29251618, -586888.16194047, 8.88, 7.36, 1.13
09-1-076245, -380308.49661649, 1591930.45560210, -582822.12717758, 4.91, 4.39, 0.27
09-1-076316, -345693.94350216, 1603639.85195647, -572183.25966683, 5.15, 4.85, 0.17
09-1-076323, -335067.54140781, 1598580.64931833, -592307.69902131, 4.35, 3.90, 0.24
09-1-076524, -226853.08766819, 1622464.22450796, -578538.05130449, 14.87, 14.69, 2.16
09-1-076526, -206005.23268158, 1619085.14052638, -595553.45002314, 4.41, 4.04, 0.76
09-1-076676, -61601.16934864, 1643146.18791235, -561101.29306925, 4.51, 4.18, 0.27
09-1-076686, -45686.18709034, 1639897.73700955, -572020.05599463, 4.64, 3.86, 0.78
09-1-076829, -50394.90636999, 1624452.52285740, -614144.21302670, 5.88, 5.47, 1.36
09-1-077182, -292500.43029760, 1599053.21811312, -613213.71797914, 4.63, 3.75, 2.19
09-1-077189, -317371.40557770, 1593498.78135584, -615301.37716333, 5.23, 5.11, 1.66
09-1-077209, -320062.53292598, 1596101.58538048, -607106.63327206, 6.56, 5.31, 2.64
09-1-077241, -355767.76985788, 1590830.96613786, -601036.51395505, 10.30, 8.44, 2.19
09-1-077304, -371579.98775378, 1586605.78533884, -602635.17540070, 4.26, 4.12, 0.36
09-1-077309, -376346.94395235, 1581208.03641968, -613761.25923647, 5.57, 4.25, 1.45
09-1-077320, -387689.20858926, 1576487.12825586, -618824.83142406, 5.46, 5.30, 1.80
09-1-077361, -410582.68673664, 1578736.06719453, -597974.11941593, 7.40, 6.81, 1.78
09-1-077401, -419754.67577775, 1567530.64382383, -620654.85806200, 4.72, 4.17, 2.04
09-1-077438, -441147.65214560, 1562312.69685218, -618972.16921354, 5.14, 4.48, 0.71
09-1-077446, -431761.61294094, 1563024.50751491, -623774.84599686, 6.94, 6.34, 1.42
09-1-077717, -638434.75271717, 1495776.45908204, -611238.58760630, 15.24, 14.87, 1.67
09-1-077839, -681344.60596970, 1468502.37542780, -630736.91922933, 5.60, 5.28, 1.48
09-1-077851, -709652.60632460, 1460239.29095779, -618589.64708423, 4.13, 4.04, 0.32
09-1-077860, -719991.25900337, 1458136.84842751, -611562.16218519, 4.83, 4.52, 1.36
09-1-078003, -819595.33738832, 1404313.01951328, -612149.64359771, 4.76, 4.64, 0.27
09-1-078016, -805160.74213752, 1418261.24883006, -599007.48692111, 6.97, 6.62, 2.23
09-1-078026, -831770.26223890, 1397025.59994434, -612402.20766681, 6.70, 5.46, 1.57
09-1-078254, -1184293.47760936, 1106808.60446696, -625285.88019388, 8.17, 6.60, 1.88
09-1-078388, -1218817.53138423, 1072341.38171085, -618972.16921354, 5.18, 4.99, 1.71
09-1-078424, -1242665.15177240, 1051137.65644580, -607825.39250357, 5.77, 4.45, 1.26
09-1-078425, -1238356.71400510, 1052583.23093795, -614084.64467590, 5.27, 4.75, 1.35
09-1-078602, -1299254.33332496, 969810.75358232, -624471.00779172, 12.77, 11.84, 1.86
09-1-079065, -1393111.54621423, 846791.99431524, -600618.26326563, 4.51, 4.25, 2.70
